Search Results: 2020 
FIPS code,State,County,Jurisdiction,Jurisdiction Type,Make,Model,Equipment Type,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots
"0610900000","California","Tuolumne","Tuolumne County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0610900000","California","Tuolumne","Tuolumne County","County","Dominion Voting Systems","ImageCast Evolution","Hybrid Optical Scan/BMD","N/A","Yes","No","Yes","No",
"0610900000","California","Tuolumne","Tuolumne County","County","KNOWiNK","Poll Pad","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0610900000","California","Tuolumne","Tuolumne County","County","Dominion Voting Systems","ImageCast Remote","Remote Ballot Marking System: Client-Side","N/A","No","No","No","No",
"0611100000","California","Ventura","Ventura County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0611100000","California","Ventura","Ventura County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0611100000","California","Ventura","Ventura County","County","DFM","EIMS","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0611100000","California","Ventura","Ventura County","County","Dominion Voting Systems","ImageCast Remote","Remote Ballot Marking System: Client-Side","N/A","No","No","No","No",
"0611300000","California","Yolo","Yolo County","County","Hart InterCivic","Verity Central","Batch-Fed Optical Scanner","N/A","No","No","No","Yes",
"0611300000","California","Yolo","Yolo County","County","Hart InterCivic","Verity Touch Writer","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0611300000","California","Yolo","Yolo County","County","Hart InterCivic","Verity Scan","Hand-Fed Optical Scanner","N/A","Yes","No","Yes","No",
"0611300000","California","Yolo","Yolo County","County","Tenex","Precinct Central","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0611300000","California","Yolo","Yolo County","County","Democracy Live","Secure Select","Remote Ballot Marking System: Client-Side","N/A","No","No","No","No",
"0611500000","California","Yuba","Yuba County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0611500000","California","Yuba","Yuba County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0611500000","California","Yuba","Yuba County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","Yes","No",
"0611500000","California","Yuba","Yuba County","County","Dominion Voting Systems","ImageCast Remote","Remote Ballot Marking System: Client-Side","N/A","No","No","No","No",
"0800100000","Colorado","Adams","Adams County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0800100000","Colorado","Adams","Adams County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0800100000","Colorado","Adams","Adams County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0800100000","Colorado","Adams","Adams County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0800300000","Colorado","Alamosa","Alamosa County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0800300000","Colorado","Alamosa","Alamosa County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0800300000","Colorado","Alamosa","Alamosa County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0800300000","Colorado","Alamosa","Alamosa County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0800500000","Colorado","Arapahoe","Arapahoe County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0800500000","Colorado","Arapahoe","Arapahoe County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0800500000","Colorado","Arapahoe","Arapahoe County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0800500000","Colorado","Arapahoe","Arapahoe County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0800700000","Colorado","Archuleta","Archuleta County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0800700000","Colorado","Archuleta","Archuleta County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0800700000","Colorado","Archuleta","Archuleta County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0800700000","Colorado","Archuleta","Archuleta County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0800900000","Colorado","Baca","Baca County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0800900000","Colorado","Baca","Baca County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0800900000","Colorado","Baca","Baca County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0800900000","Colorado","Baca","Baca County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0801100000","Colorado","Bent","Bent County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0801100000","Colorado","Bent","Bent County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0801100000","Colorado","Bent","Bent County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0801100000","Colorado","Bent","Bent County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0801300000","Colorado","Boulder","Boulder County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0801300000","Colorado","Boulder","Boulder County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0801300000","Colorado","Boulder","Boulder County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0801300000","Colorado","Boulder","Boulder County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0801400000","Colorado","Broomfield","Broomfield County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0801400000","Colorado","Broomfield","Broomfield County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0801400000","Colorado","Broomfield","Broomfield County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0801400000","Colorado","Broomfield","Broomfield County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0801500000","Colorado","Chaffee","Chaffee County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0801500000","Colorado","Chaffee","Chaffee County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0801500000","Colorado","Chaffee","Chaffee County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0801500000","Colorado","Chaffee","Chaffee County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0801700000","Colorado","Cheyenne","Cheyenne County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0801700000","Colorado","Cheyenne","Cheyenne County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0801700000","Colorado","Cheyenne","Cheyenne County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0801700000","Colorado","Cheyenne","Cheyenne County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0801900000","Colorado","Clear Creek","Clear Creek County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0801900000","Colorado","Clear Creek","Clear Creek County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0801900000","Colorado","Clear Creek","Clear Creek County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0801900000","Colorado","Clear Creek","Clear Creek County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0802100000","Colorado","Conejos","Conejos County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0802100000","Colorado","Conejos","Conejos County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0802100000","Colorado","Conejos","Conejos County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0802100000","Colorado","Conejos","Conejos County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0802300000","Colorado","Costilla","Costilla County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0802300000","Colorado","Costilla","Costilla County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0802300000","Colorado","Costilla","Costilla County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0802300000","Colorado","Costilla","Costilla County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0802500000","Colorado","Crowley","Crowley County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0802500000","Colorado","Crowley","Crowley County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0802500000","Colorado","Crowley","Crowley County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0802500000","Colorado","Crowley","Crowley County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0802700000","Colorado","Custer","Custer County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0802700000","Colorado","Custer","Custer County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0802700000","Colorado","Custer","Custer County","County","State of Colorado","Electronic PollBook","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0802700000","Colorado","Custer","Custer County","County","Democracy Live","OmniBallot Online","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"0802900000","Colorado","Delta","Delta County","County","Dominion Voting Systems","ImageCast Central","Batch-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0802900000","Colorado","Delta","Delta County","County","Dominion Voting Systems","ImageCast X","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
